Sl. No.,State/UT,District,Murder with Rape/Gang Rape - Col. ( 3),Dowry Deaths (Sec. 304B IPC) - Col. ( 4),Abetment to Suicide of Women (Sec. 305/306 IPC) - Col. ( 5),Miscarriage (Sec. 313 & 314 IPC) - Col. ( 6),Acid Attack (Sec. 326A IPC) - Col. ( 7),Attempt to Acid Attack (Sec. 326B IPC) - Col. ( 8),Cruelty by Husband or his relatives (Sec. 498 A IPC) - Col. ( 9),"Kidnapping & Abduction of Women - Kidnapping & Abduction of Women (Total) (Col.11 to Col.14,Col.17 to Col.19) Col.25=Col. 28+Col.31+Col.34+Col.37+Col.40+Col.43+Col.52) - Col. ( 10)",Kidnapping & Abduction of Women - Kidnapping & Abduction (Sec. 336 IPC) - Col. ( 11),Kidnapping & Abduction of Women - Kidnapping & Abduction in order to Murder (Sec. 364 IPC) - Col. ( 12),Kidnapping & Abduction of Women - Kidnapping for Ransom (Sec. 364A IPC) - Col. ( 13),Kidnapping & Abduction of Women - Kidnapping & Abduction of Women to compel her for marriage (Sec. 366 IPC) - K&A of Women to compel her for marriage (Total) (Col.15+Col.16) - Col. ( 14),Kidnapping & Abduction of Women - Kidnapping & Abduction of Women to compel her for marriage (Sec. 366 IPC) - Women (Above 18 yrs) - Col. ( 15),Kidnapping & Abduction of Women - Kidnapping & Abduction of Women to compel her for marriage (Sec. 366 IPC) - Girls (Below 18 yrs) - Col. ( 16),Kidnapping & Abduction of Women - Procuration of Minor Girls (Sec. 366A IPC) - Col. ( 17),Kidnapping & Abduction of Women - Importation of Girls from Foreign Country (Sec. 366B IPC) - Col. ( 18),"Kidnapping & Abduction of Women - Kidnapping and Abduction of Women - Others (Secs.363A, 365, 367, 368, 369 IPC) - Col. ( 19)",Human Trafficking (Sec. 370 & 370A IPC) - Col. ( 20,Selling of Minor Girls (Sec. 372 IPC) - Col. ( 21),Buying of Minor Girls (Sec. 373 IPC) - Col. ( 22),Rape (Sec. 376 IPC) - Rape (Col.24+Col.25) - Col. ( 23),Rape (Sec. 376 IPC) - Women (18 Yrs. And above) - Col. ( 24),Rape (Sec. 376 IPC) - Girls (Below 18 yrs) - Col. ( 25),Attempt to Commit Rape (Sec. 376/511 IPC) - Attempt to Commit Rape (Col.27+Col.28) - Col. ( 26),Attempt to Commit Rape (Sec. 376/511 IPC) - Women (18 Yrs. And above) - Col. ( 27),Attempt to Commit Rape (Sec. 376/511 IPC) - Girls (Below 18 yrs) - Col. ( 28),Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC) - Assault on Women with Intent to Outrage her Modesty (Col.30+Col.31) - Col. ( 29),Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC) - Women (18 Yrs. And above) - Col. ( 30),Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC) - Girls (Below 18 yrs) - Col. ( 31),Insult to the Modesty of Women (Sec. 509 IPC) - Insult to the Modesty of Women (Col.33+Col.34) - Col. ( 32),Insult to the Modesty of Women (Sec. 509 IPC) - Women (18 Yrs. And above) - Col. ( 33),Insult to the Modesty of Women (Sec. 509 IPC) - Girls (Below 18 yrs) - Col. ( 34),"Dowry Prohibition Act, 1961 - Col. ( 35)","Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Immoral Traffic (Prevention) Act, 1956 (Total) (Col. 37 to Col.41) - Col. ( 36)","Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Procuring, inducing Children for the sake of prostitution (Section 5) - Col. ( 37)",Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Detaining a person in premises where prostitution is carried on (Section 6) - Col. ( 38),Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Prostitution in or in the vicinity of public places (Section 7) - Col. ( 39),Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Seducing or soliciting for purpose of prostitution (Section 8) - Col. ( 40),Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Other Sections under ITP Act - Col. ( 41),Protection of Women from Domestic Violence Act - Col. ( 42),Cyber Crimes/Information Technology Act (Women Centric Crimes only) - Cyber Crimes/Information Technology Act (Women Centric Crimes only) (Col.44+Col.45) - Col. ( 43),Cyber Crimes/Information Technology Act (Women Centric Crimes only) - Publishing or Transmitting of Sexually Explicit Material (Sec. 67A/67B (Girls) IT Act) - Col. ( 44),Cyber Crimes/Information Technology Act (Women Centric Crimes only) - Other Women Centric Cyber Crimes (Ex. Blackmailing/ Defamation/Morphing/ Fake Profile) - Col. ( 45),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Protection of Children from Sexual Violence Act (Girl Child Victims only) (Total) (Col.47 to Col.52) - Col. ( 46),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Child Rape (Sec. 4 & 6 of POCSO Act) / Sec. 376 IPC) - Col. ( 47),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Sexual Assault of Children (Sec. 8 & 10 of POCSO Act) / Sec. 354 IPC) - Col. ( 48),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Sexual Harassment (Sec. 12 of POCSO Act) / Sec. 509 IPC) - Col. ( 49),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Use of Child for Pornography/Storing Child Pornography Material (Sec. 14 & 15 of POCSO Act) - Col. ( 50),Protection of Children from Sexual Violence Act (Girl Child Victims only) - POCSO Act (Sections 17 to 22) / Other offences of POCSO Act - Col. ( 51),Protection of Children from Sexual Violence Act (Girl Child Victims only) - POCSO Act r/w Section 377 IPC / Unnatural Offences - Col. ( 52),"Indecent Representation of Women (Prohibition) Act, 1986 - Col. ( 53)",Total Crime against Women (IPC+SLL) - Col. ( 54)
2,Dadra and Nagar Haveli and Daman and Diu,Daman,0,0,0,0,0,0,6,33,32,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,2,1,0,0,0,0,53
3,Dadra and Nagar Haveli and Daman and Diu,Diu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
Total Districts,Total Districts,Total Districts,2,1,0,0,0,0,10,34,32,0,0,2,1,1,0,0,0,0,0,0,9,9,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,55,43,9,3,0,0,0,0,126
1,Delhi,Central,0,3,2,0,0,0,156,130,127,0,0,0,0,0,0,0,3,0,0,0,111,111,0,0,0,0,145,145,0,41,41,0,1,0,0,0,0,0,0,0,0,0,0,36,23,9,3,0,0,1,0,625
2,Delhi,Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Delhi,East,0,9,3,0,2,0,351,207,202,0,0,0,0,0,0,0,5,1,0,0,82,82,0,0,0,0,97,97,0,15,15,0,0,10,0,0,0,0,10,1,1,1,0,61,30,31,0,0,0,0,0,840
4,Delhi,EOW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Delhi,IGI Airport,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,4,4,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,16
6,Delhi,Metro,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,16,16,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,27
7,Delhi,New Delhi,0,0,0,0,0,0,20,22,18,0,0,0,0,0,0,0,4,1,0,0,11,11,0,0,0,0,33,33,0,9,9,0,0,0,0,0,0,0,0,0,1,1,0,6,5,1,0,0,0,0,0,103
8,Delhi,North,0,6,1,0,1,0,282,211,171,0,0,0,0,0,0,0,40,1,0,0,49,49,0,0,0,0,92,92,0,20,20,0,1,0,0,0,0,0,0,0,0,0,0,70,40,27,2,1,0,0,0,734
9,Delhi,North-East,0,17,5,0,0,0,438,370,352,0,0,0,0,0,0,0,18,1,0,0,76,76,0,2,1,1,129,129,0,6,6,0,0,0,0,0,0,0,0,0,1,1,0,111,68,42,1,0,0,0,0,1156
10,Delhi,North-West,0,9,0,0,0,0,243,217,210,0,0,1,0,1,0,0,6,4,0,0,67,67,0,0,0,0,115,115,0,11,11,0,0,0,0,0,0,0,0,0,8,8,0,112,80,32,0,0,0,0,0,786
11,Delhi,Outer,0,18,5,0,1,0,360,335,327,0,0,2,1,1,0,0,6,2,0,0,65,65,0,0,0,0,115,115,0,26,26,0,2,0,0,0,0,0,0,0,13,13,0,112,75,35,2,0,0,0,0,1054
12,Delhi,RAILWAY,0,1,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,26
13,Delhi,South,0,4,0,0,0,1,539,288,277,0,0,0,0,0,0,0,11,2,0,0,94,94,0,0,0,0,156,156,0,12,12,0,5,6,0,0,2,3,1,0,12,12,0,134,74,54,2,0,0,4,0,1253
14,Delhi,South-East,0,10,3,0,0,1,354,351,341,0,0,4,0,4,0,0,6,0,0,0,121,121,0,0,0,0,205,205,0,56,56,0,7,3,3,0,0,0,0,0,36,36,0,137,90,46,1,0,0,0,0,1284
15,Delhi,South-West,0,7,5,0,0,1,226,231,229,0,0,0,0,0,0,0,2,0,0,0,84,84,0,0,0,0,116,116,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,84,52,29,2,0,0,1,0,790
16,Delhi,Spl Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
17,Delhi,SPUWAC,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
18,Delhi,Vigilance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Delhi,West,0,6,3,1,0,0,392,247,244,0,0,0,0,0,0,0,3,4,0,0,76,76,0,0,0,0,116,116,0,18,18,0,0,4,4,0,0,0,0,0,11,9,2,79,50,28,1,0,0,0,0,957
20,Delhi,Rohini,0,15,5,0,0,0,440,277,270,0,0,0,0,0,0,0,7,1,0,0,82,82,0,0,0,0,135,135,0,26,26,0,0,0,0,0,0,0,0,0,5,5,0,123,79,44,0,0,0,0,0,1109
21,Delhi,Shahdara,0,3,1,0,0,0,356,178,172,0,0,0,0,0,0,0,6,1,0,0,67,67,0,0,0,0,137,137,0,29,29,0,1,0,0,0,0,0,0,1,9,6,3,67,33,33,1,0,0,0,0,850
22,Delhi,Dwarka,0,12,5,0,1,0,418,324,312,0,0,0,0,0,0,0,12,1,0,0,145,145,0,2,2,0,270,270,0,45,45,0,1,2,0,0,2,0,0,1,24,22,2,160,93,58,9,0,0,0,0,1411
23,Delhi,Outer North,0,11,4,0,0,0,277,513,506,0,0,0,0,0,0,0,7,0,0,0,76,76,0,0,0,0,124,124,0,23,23,0,0,0,0,0,0,0,0,0,4,4,0,135,92,41,1,0,0,1,0,1167
Total Districts,Total Districts,Total Districts,0,131,43,1,5,3,4901,3917,3773,0,0,7,1,6,0,0,137,20,0,0,1212,1212,0,4,3,1,2017,2017,0,387,387,0,18,26,7,0,4,3,12,3,125,118,7,1434,890,511,25,1,0,7,0,14247
1,Jammu and Kashmir,Anantnag,0,0,1,0,0,0,7,53,27,0,0,26,26,0,0,0,0,0,0,0,19,19,0,0,0,0,123,123,0,0,0,0,15,0,0,0,0,0,0,0,2,0,2,12,10,2,0,0,0,0,0,232
2,Jammu and Kashmir,Awantipora,0,0,0,0,0,0,7,26,0,0,0,26,20,6,0,0,0,0,0,0,2,2,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,98
3,Jammu and Kashmir,Bandipora,0,0,0,0,0,0,11,26,0,1,0,25,25,0,0,0,0,0,0,0,5,5,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,6,3,0,0,0,0,0,83
4,Jammu and Kashmir,Baramulla,0,0,1,0,0,0,24,53,26,0,0,27,27,0,0,0,0,0,0,0,10,10,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,183
5,Jammu and Kashmir,Budgam,0,0,2,0,0,0,17,63,0,0,0,63,63,0,0,0,0,0,0,0,14,14,0,0,0,0,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,279
6,Jammu and Kashmir,Special Crime Wing Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Jammu and Kashmir,Special Crime Wing Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Jammu and Kashmir,Doda,0,0,0,0,0,0,49,21,21,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,108
9,Jammu and Kashmir,Ganderbal,0,1,1,0,0,1,23,26,0,0,0,25,15,10,0,0,1,0,0,0,9,9,0,0,0,0,83,83,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,12,8,2,1,0,1,0,0,166
10,Jammu and Kashmir,Handwara,0,0,2,0,0,0,11,29,17,0,0,12,12,0,0,0,0,0,0,0,0,0,0,2,2,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,83
11,Jammu and Kashmir,Jammu,0,4,17,0,0,0,60,118,0,0,0,0,0,0,0,0,118,2,0,0,57,57,0,0,0,0,116,116,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,47,28,6,1,12,0,0,0,431
12,Jammu and Kashmir,Kathua,0,1,3,2,0,0,13,36,30,0,0,6,6,0,0,0,0,0,0,0,15,15,0,1,1,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,0,0,0,0,0,92
13,Jammu and Kashmir,Kishtwar,0,0,0,0,0,0,6,19,8,0,0,11,11,0,0,0,0,0,0,0,4,4,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,1,0,0,0,0,42
14,Jammu and Kashmir,Kulgam,0,0,0,0,0,0,4,41,0,0,0,41,41,0,0,0,0,0,0,0,10,10,0,0,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,0,0,0,0,0,200
15,Jammu and Kashmir,Kupwara,0,0,0,0,0,0,38,41,0,0,0,41,28,13,0,0,0,0,0,0,9,9,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,145
16,Jammu and Kashmir,Poonch,0,0,0,0,0,0,25,42,13,0,0,29,29,0,0,0,0,0,0,0,22,22,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,11,1,1,0,0,0,0,133
17,Jammu and Kashmir,Pulwama,0,0,4,0,0,0,4,24,0,0,0,24,24,0,0,0,0,0,0,0,4,4,0,0,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,0,0,0,0,0,116
18,Jammu and Kashmir,Railways Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Jammu and Kashmir,Railways Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
20,Jammu and Kashmir,Railways Katra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,Jammu and Kashmir,Rajouri,0,0,4,0,0,0,58,53,27,0,0,25,25,0,1,0,0,0,0,0,34,34,0,3,3,0,138,138,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,12,3,0,0,0,0,0,306
22,Jammu and Kashmir,Ramban,0,0,1,0,0,0,11,15,13,0,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0,0,0,64
23,Jammu and Kashmir,Reasi,0,0,2,2,0,0,5,10,0,0,0,10,10,0,0,0,0,0,0,0,17,17,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,3,0,0,0,0,0,85
24,Jammu and Kashmir,Samba,0,2,1,0,0,0,8,2,0,0,0,2,2,0,0,0,0,0,0,0,13,13,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2,0,0,0,0,0,46
25,Jammu and Kashmir,Shopian,0,0,0,0,0,0,7,26,26,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,82
26,Jammu and Kashmir,Sopore,0,0,0,0,0,0,8,19,8,0,0,11,11,0,0,0,0,0,0,0,2,2,0,1,1,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,126
27,Jammu and Kashmir,Srinagar,0,1,1,0,2,0,70,109,63,0,0,46,46,0,0,0,0,0,0,0,12,12,0,2,2,0,227,227,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,17,1,0,3,0,0,0,446
28,Jammu and Kashmir,Udhampur,0,0,2,0,0,0,34,34,24,0,0,10,10,0,0,0,0,0,0,0,11,11,0,2,2,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,2,0,0,7,0,0,145
29,Jammu and Kashmir,Cyber Crime Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,8
30,Jammu and Kashmir,Cyber Crime Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,14
31,Jammu and Kashmir,Anti Narcotic Task Force Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Jammu and Kashmir,Anti Narcotic Task Force Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Jammu and Kashmir,EOW Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
34,Jammu and Kashmir,EOW Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Jammu and Kashmir,CICE Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Jammu and Kashmir,CICE Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Districts,Total Districts,Total Districts,0,9,42,4,2,1,500,886,303,1,0,462,433,29,1,0,119,2,0,0,287,287,0,11,11,0,1606,1606,0,19,19,0,17,0,0,0,0,0,0,0,27,25,2,303,237,39,4,15,8,0,0,3716
1,Ladakh,Kargil,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,7
2,Ladakh,Leh,0,0,0,0,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,3,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Total Districts,Total Districts,Total Districts,0,0,0,0,0,0,2,4,2,0,0,2,0,2,0,0,0,0,0,0,5,4,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,15
1,Lakshadweep,Lakshadweep,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2,1,0,0,0,0,16
Total Districts,Total Districts,Total Districts,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2,1,0,0,0,0,16
1,Puducherry,Karaikal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Puducherry,Puducherry,0,1,6,0,0,0,9,14,14,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,35,35,0,5,5,0,7,7,0,0,0,0,7,0,5,5,0,102,61,32,8,0,1,0,0,200
Total Districts,Total Districts,Total Districts,0,1,6,0,0,0,9,14,14,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,35,35,0,5,5,0,7,7,0,0,0,0,7,0,5,5,0,102,61,32,8,0,1,0,0,200
